dev_addr,time,m_hdr_type,f_cnt,f_port,bandwidth,sf,coding_rate,frequency,rssi,channel_rssi,snr,inter_arrival_time_ms
260CC1A1,2022-03-17T12:23:31.109644059Z,UNCONFIRMED_UP,3627,1,125000,7,4/5,903900000,-103,-103,6.75,19646.241052001715
260CC1A1,2022-03-17T12:23:50.766429746Z,UNCONFIRMED_UP,3628,1,125000,7,4/5,903900000,-103,-103,6.25,19656.78568699956
260CC1A1,2022-03-17T12:24:11.908749788Z,UNCONFIRMED_UP,3629,1,125000,7,4/5,903900000,-103,-103,6.75,21142.32004199922
260CC1A1,2022-03-17T12:24:31.537810203Z,UNCONFIRMED_UP,3630,1,125000,7,4/5,903900000,-103,-103,6.75,19629.060414999723
260CC1A1,2022-03-17T12:24:51.178815242Z,UNCONFIRMED_UP,3631,1,125000,7,4/5,903900000,-103,-103,6.5,19641.00503899902
260CC1A1,2022-03-17T12:25:10.823881790Z,UNCONFIRMED_UP,3632,1,125000,7,4/5,903900000,-102,-102,6.5,19645.066547997296
260CC1A1,2022-03-17T12:25:31.967154298Z,UNCONFIRMED_UP,3633,1,125000,7,4/5,903900000,-103,-103,7.25,21143.272508002818
260CC1A1,2022-03-17T12:25:53.118195648Z,UNCONFIRMED_UP,3634,1,125000,7,4/5,903900000,-102,-102,6.25,21151.041349999607
260CC1A1,2022-03-17T12:26:12.759656608Z,UNCONFIRMED_UP,3635,1,125000,7,4/5,903900000,-103,-103,7.25,19641.460960000753
260CC1A1,2022-03-17T12:26:32.401830343Z,UNCONFIRMED_UP,3636,1,125000,7,4/5,903900000,-102,-102,6.25,19642.173735000193
260CC1A1,2022-03-17T12:26:53.531122528Z,UNCONFIRMED_UP,3637,1,125000,7,4/5,903900000,-102,-102,6.5,21129.292185001075
260CC1A1,2022-03-17T12:27:13.176310681Z,UNCONFIRMED_UP,3638,1,125000,7,4/5,903900000,-102,-102,6.5,19645.188152998686
260CC1A1,2022-03-17T12:27:34.336613184Z,UNCONFIRMED_UP,3639,1,125000,7,4/5,903900000,-103,-103,7,21160.30250299722
260CC1A1,2022-03-17T12:27:53.969997678Z,UNCONFIRMED_UP,3640,1,125000,7,4/5,903900000,-102,-102,6,19633.384493999183
260CC1A1,2022-03-17T12:28:13.611503295Z,UNCONFIRMED_UP,3641,1,125000,7,4/5,903900000,-103,-103,6.75,19641.505617000163
260CC1A1,2022-03-17T12:28:33.259499881Z,UNCONFIRMED_UP,3642,1,125000,7,4/5,903900000,-101,-101,6.25,19647.99658600241
260CC1A1,2022-03-17T12:28:54.395164715Z,UNCONFIRMED_UP,3643,1,125000,7,4/5,903900000,-103,-103,6.75,21135.66483400017
260CC1A1,2022-03-17T12:29:14.040242723Z,UNCONFIRMED_UP,3644,1,125000,7,4/5,903900000,-103,-103,7,19645.078008003533
260CC1A1,2022-03-17T12:29:33.696581563Z,UNCONFIRMED_UP,3645,1,125000,7,4/5,903900000,-102,-102,6.75,19656.33884000033
260CC1A1,2022-03-17T12:29:53.326932699Z,UNCONFIRMED_UP,3646,1,125000,7,4/5,903900000,-102,-102,6.75,19630.351135998964
260CC1A1,2022-03-17T12:30:12.979983106Z,UNCONFIRMED_UP,3647,1,125000,7,4/5,903900000,-102,-102,6.5,19653.050406999886
260CC1A1,2022-03-17T12:30:32.617012205Z,UNCONFIRMED_UP,3648,1,125000,7,4/5,903900000,-102,-102,6.25,19637.02909899503
260CC1A1,2022-03-17T12:30:52.257293141Z,UNCONFIRMED_UP,3649,1,125000,7,4/5,903900000,-101,-101,6,19640.28093600273
260CC1A1,2022-03-17T12:31:11.903911715Z,UNCONFIRMED_UP,3650,1,125000,7,4/5,903900000,-103,-103,7,19646.618574000895
260CC1A1,2022-03-17T12:31:33.058466832Z,UNCONFIRMED_UP,3651,1,125000,7,4/5,903900000,-103,-103,6.25,21154.55511699617
260CC1A1,2022-03-17T12:31:52.699290304Z,UNCONFIRMED_UP,3652,1,125000,7,4/5,903900000,-103,-103,6.25,19640.82347200066
260CC1A1,2022-03-17T12:32:12.339852644Z,UNCONFIRMED_UP,3653,1,125000,7,4/5,903900000,-103,-103,6.75,19640.56233999878
260CC1A1,2022-03-17T12:32:31.988868660Z,UNCONFIRMED_UP,3654,1,125000,7,4/5,903900000,-101,-101,6.75,19649.01601600647
260CC1A1,2022-03-17T12:32:51.639116726Z,UNCONFIRMED_UP,3655,1,125000,7,4/5,903900000,-102,-102,6.75,19650.24806600064
260CC1A1,2022-03-17T12:33:11.270071300Z,UNCONFIRMED_UP,3656,1,125000,7,4/5,903900000,-101,-101,6.25,19630.954573996365
260CC1A1,2022-03-17T12:33:30.912912464Z,UNCONFIRMED_UP,3657,1,125000,7,4/5,903900000,-102,-102,5.75,19642.841164000332
260CC1A1,2022-03-17T12:33:52.068740933Z,UNCONFIRMED_UP,3658,1,125000,7,4/5,903900000,-103,-103,6.25,21155.828469000757
260CC1A1,2022-03-17T12:34:11.693216968Z,UNCONFIRMED_UP,3659,1,125000,7,4/5,903900000,-103,-103,6.75,19624.476034998894
260CC1A1,2022-03-17T12:34:31.340870341Z,UNCONFIRMED_UP,3660,1,125000,7,4/5,903900000,-103,-103,6.5,19647.653373003006
260CC1A1,2022-03-17T12:34:50.996937776Z,UNCONFIRMED_UP,3661,1,125000,7,4/5,903900000,-102,-102,6.5,19656.067434996367
260CC1A1,2022-03-17T12:35:12.136400897Z,UNCONFIRMED_UP,3662,1,125000,7,4/5,903900000,-101,-101,6.25,21139.463121004403
260CC1A1,2022-03-17T12:35:31.780917785Z,UNCONFIRMED_UP,3663,1,125000,7,4/5,903900000,-103,-103,6.5,19644.51688799262
260CC1A1,2022-03-17T12:35:52.926753605Z,UNCONFIRMED_UP,3664,1,125000,7,4/5,903900000,-103,-103,6.25,21145.835820004344
260CC1A1,2022-03-17T12:36:12.561657232Z,UNCONFIRMED_UP,3665,1,125000,7,4/5,903900000,-102,-102,6.5,19634.90362700075
260CC1A1,2022-03-17T12:36:33.707673702Z,UNCONFIRMED_UP,3666,1,125000,7,4/5,903900000,-102,-102,6.5,21146.016470000148
260CC1A1,2022-03-17T12:36:53.348419492Z,UNCONFIRMED_UP,3667,1,125000,7,4/5,903900000,-102,-102,6.5,19640.74578999728
260CC1A1,2022-03-17T12:37:14.489639660Z,UNCONFIRMED_UP,3668,1,125000,7,4/5,903900000,-101,-101,6,21141.22016800195
260CC1A1,2022-03-17T12:37:35.635669610Z,UNCONFIRMED_UP,3669,1,125000,7,4/5,903900000,-102,-102,6.75,21146.029950000346
260CC1A1,2022-03-17T12:37:55.286723126Z,UNCONFIRMED_UP,3670,1,125000,7,4/5,903900000,-103,-103,6.25,19651.05351600051
260CC1A1,2022-03-17T12:38:14.931410094Z,UNCONFIRMED_UP,3671,1,125000,7,4/5,903900000,-102,-102,6.25,19644.686967998743
260CC1A1,2022-03-17T12:38:34.576996584Z,UNCONFIRMED_UP,3672,1,125000,7,4/5,903900000,-103,-103,7,19645.586489997804
260CC1A1,2022-03-17T12:38:55.728301009Z,UNCONFIRMED_UP,3673,1,125000,7,4/5,903900000,-102,-102,6.75,21151.304425001144
260CC1A1,2022-03-17T12:39:15.364477763Z,UNCONFIRMED_UP,3674,1,125000,7,4/5,903900000,-103,-103,6.75,19636.176753997803
260CC1A1,2022-03-17T12:39:34.997782390Z,UNCONFIRMED_UP,3675,1,125000,7,4/5,903900000,-103,-103,6.5,19633.304627001286
260CC1A1,2022-03-17T12:39:54.635991708Z,UNCONFIRMED_UP,3676,1,125000,7,4/5,903900000,-102,-102,6.25,19638.20931800455
260CC1A1,2022-03-17T12:40:14.293601621Z,UNCONFIRMED_UP,3677,1,125000,7,4/5,903900000,-103,-103,6.5,19657.609912998974
260CC1A1,2022-03-17T12:40:35.433941915Z,UNCONFIRMED_UP,3678,1,125000,7,4/5,903900000,-101,-101,6,21140.340293996036
260CC1A1,2022-03-17T12:40:55.074345316Z,UNCONFIRMED_UP,3679,1,125000,7,4/5,903900000,-103,-103,6.25,19640.403401002288
260CC1A1,2022-03-17T12:41:14.707988230Z,UNCONFIRMED_UP,3680,1,125000,7,4/5,903900000,-103,-103,6.5,19633.642913997173
260CC1A1,2022-03-17T12:41:34.348897614Z,UNCONFIRMED_UP,3681,1,125000,7,4/5,903900000,-103,-103,6.5,19640.90938400477
260CC1A1,2022-03-17T12:41:54.001299581Z,UNCONFIRMED_UP,3682,1,125000,7,4/5,903900000,-103,-103,6.75,19652.40196699649
260CC1A1,2022-03-17T12:42:15.133298932Z,UNCONFIRMED_UP,3683,1,125000,7,4/5,903900000,-103,-103,7.25,21131.999351002276
260CC1A1,2022-03-17T12:42:34.787883526Z,UNCONFIRMED_UP,3684,1,125000,7,4/5,903900000,-103,-103,7.25,19654.584593996406
260CC1A1,2022-03-17T12:42:54.414697117Z,UNCONFIRMED_UP,3685,1,125000,7,4/5,903900000,-103,-103,6.75,19626.813591003418
260CC1A1,2022-03-17T12:43:15.554781813Z,UNCONFIRMED_UP,3686,1,125000,7,4/5,903900000,-102,-102,7.25,21140.084696002305
260CC1A1,2022-03-17T12:43:35.202759310Z,UNCONFIRMED_UP,3687,1,125000,7,4/5,903900000,-102,-102,6.75,19647.977496996522
260CC1A1,2022-03-17T12:43:56.358734565Z,UNCONFIRMED_UP,3688,1,125000,7,4/5,903900000,-101,-101,6.25,21155.97525499761
260CC1A1,2022-03-17T12:44:15.984860917Z,UNCONFIRMED_UP,3689,1,125000,7,4/5,903900000,-101,-101,6.5,19626.126352004707
260CC1A1,2022-03-17T12:44:35.644919410Z,UNCONFIRMED_UP,3690,1,125000,7,4/5,903900000,-103,-103,6.5,19660.0584929958
